id,price
61604,705190.75
51057,295079.25
33043,154248.5
54086,267156.4
43958,507975.66
1893,624008.44
59011,317781.88
35507,269888.16
63540,537013.2
30239,254184.69
36423,255069.06
42071,626709.56
30985,444285.62
35153,224505.73
30588,520364.2
32275,1088028.8
50657,1171258.1
14182,443467.97
49678,135148.8
59068,298011.16
23930,454211.66
36392,479727.38
59467,319940.44
40576,509716.16
32859,246472.94
206,165006.67
6632,289832.12
15240,186356.66
30386,531373.94
17762,649846.75
59059,257195.77
13148,76645.09
18132,290050.72
23588,250241.48
41530,393060.9
43675,287867.8
24636,1157960.6
37189,325722.94
48025,553138.5
59876,308202.34
27428,377145.03
33325,368303.6
30201,350525.7
63043,172686.62
58202,295826.38
43028,220352.31
3988,503346.47
32921,236839.27
21960,276115.62
3459,324399.75
48873,271209.03
23810,824761.9
22392,302264.34
20824,404090.1
2486,402402.7
1480,147192.19
45880,147282.27
6787,556751.3
28962,723847.44
59537,349019.9
62691,459387.47
48579,338723.56
33588,254287.89
49287,325140.84
56851,276661.6
15965,476714.53
38124,334479.34
1033,182400.73
56293,424799.28
62772,338454.34
59018,357183.3
8439,213935.11
45965,410793.25
28004,284306.47
45856,378470.2
59300,379770.84
31561,526184.8
12037,156272.12
32922,1827772.1
52743,413148.4
44672,272743.1
5705,339016.75
20886,281707.56
65241,133818.31
40899,451390.75
16208,298884.6
64820,1081547.0
41114,958068.25
22679,269884.97
10095,215295.48
30807,436787.6
23158,1130303.5
9881,248475.4
37414,737399.4
13527,284517.62
30324,217534.78
43532,245636.2
9447,1149224.8
17082,125957.38
43884,257233.2
38011,200600.02
27172,692666.8
65968,333234.7
12680,166046.11
5204,1122940.1
27251,396126.8
57037,242382.06
31881,270529.97
63384,495539.03
58211,149115.19
51854,307080.56
64049,390743.12
8262,256548.67
55828,142882.36
31065,345714.53
329,250241.48
55057,118404.09
2003,333676.44
60661,227378.64
22405,435732.25
35369,117938.59
20169,307340.78
42525,703434.5
59346,942606.75
53493,276911.34
35893,730063.8
50928,734788.94
32709,494633.28
27922,150820.12
25444,240051.8
51529,2806213.0
34486,264631.66
9333,729908.8
14770,259421.92
1783,261871.81
36710,746334.1
9076,799106.06
13299,538975.94
64282,533834.4
43746,226720.08
53255,2004868.1
9936,377193.16
14253,221272.52
14368,89146.45
29015,302665.3
32498,1065312.0
55084,664847.0
63687,310353.25
1322,177211.98
15313,616436.5
1692,174445.77
63439,119695.625
15931,427476.72
23753,164735.52
37438,142882.36
25209,218685.34
806,393108.34
20156,209432.11
50591,281112.1
15258,209979.94
13312,1029715.5
42055,1028255.4
33844,2024206.5
10003,783613.25
4236,296872.16
47509,280450.53
33479,459165.4
20440,192543.62
41497,273952.06
28151,314202.6
39162,96626.734
27821,357032.12
56678,552474.4
42473,265092.72
46571,1367901.9
47777,153553.25
51986,916969.0
51536,490937.94
15047,264951.38
22500,354726.16
8303,338862.47
14660,126190.39
27556,8636003.0
35476,454097.16
16802,285396.56
35222,2121861.5
37892,185716.05
65556,206646.23
60181,610998.75
25224,1176026.1
33792,347594.53
39271,292538.53
47618,97985.625
27198,432114.88
21267,372591.25
922,537173.4
35112,653051.75
43110,542347.56
34767,159086.33
18947,172425.0
40780,253523.1
43002,152451.22
36087,479930.47
59802,206072.66
23830,330534.28
6923,300206.16
27872,304143.03
47292,318533.97
52279,373696.78
6187,310800.12
10180,364922.62
17611,259438.5
47310,432902.4
13941,230853.34
44941,795171.56
45170,371626.72
6115,142503.78
893,255767.3
25465,328668.53
53229,374323.6
9392,287395.3
71,472577.9
55102,216262.28
42905,672470.5
29188,1220381.2
27270,377046.7
15101,292218.0
27925,139648.62
22512,161926.38
43033,275933.75
23773,746945.0
42745,298560.78
20028,608718.2
65625,226419.47
62728,4137668.5
57566,103281.73
34785,273040.84
45575,375207.97
8315,1945231.9
44168,185292.95
11352,357838.38
8105,202076.84
14812,461956.3
48491,1991966.8
64185,258970.2
6719,731929.25
1084,230061.77
5875,185257.88
41220,171967.66
22058,3993478.0
36414,269994.94
11168,1016143.3
40196,427561.84
27222,351159.62
31742,765150.2
32698,309350.75
56225,379379.3
48739,1137080.5
57320,149406.97
36526,250241.48
22228,599519.9
9586,258506.19
39426,230487.11
14816,383930.88
48857,2961919.2
38111,291226.66
18407,156393.3
7242,270956.97
15046,124087.336
54126,605578.06
7438,1938033.1
12929,1962672.5
12804,443806.16
62775,359286.44
25329,367127.28
65186,124516.52
13782,247659.0
3594,292106.25
56149,283495.62
14854,399403.16
35928,1835741.2
42603,280006.78
52595,261164.92
5410,258072.27
1387,279628.3
12045,390399.97
46610,2059642.2
50621,933972.4
41432,837371.06
35480,330841.75
10300,331033.94
46658,164116.97
22674,525743.5
59026,273813.34
22973,167798.67
28748,260733.92
7394,223805.92
61393,609230.4
18786,374323.6
26483,158139.25
3323,200821.86
58024,135027.62
28017,425482.0
57614,686495.06
52778,399187.34
10024,344436.12
28159,754545.0
56216,330653.7
40937,336333.03
35898,916859.8
8624,216542.98
2712,284660.94
18865,301559.38
35773,257799.75
15966,526585.7
46544,582415.4
45687,978886.8
39438,147712.95
10346,241547.78
37492,301601.6
36728,155501.98
12110,212928.8
12260,689470.9
4409,396845.03
19951,380304.4
22458,347271.25
13632,435732.25
31261,322238.6
14552,179915.6
46255,1938594.5
10221,281901.0
52132,1063755.9
60713,196971.58
26155,357119.16
21672,2386688.8
27899,370998.72
46877,159086.33
13723,231491.78
15416,239518.97
35539,299959.47
39792,189604.9
45678,433509.16
58138,342299.6
46509,423184.6
58669,565927.6
11517,130119.18
1370,259990.8
50843,321468.72
10807,205484.61
50603,438630.34
26079,275636.25
8360,501905.25
23559,306440.12
48566,213860.28
50231,220926.19
58044,425186.9
34861,254163.27
32880,501483.7
62273,2734724.2
1540,286616.66
22376,292106.25
36384,2526353.0
10948,208119.75
20588,143203.75
42924,284731.72
61697,328566.47
10983,330506.0
47829,159081.27
15306,323786.2
17327,338551.25
2164,195152.45
61398,335706.4
21142,304309.56
50649,143121.03
57554,534633.4
61766,328180.44
37194,293565.62
33190,181167.9
51159,311652.44
36032,271653.8
48121,940527.7
47986,166495.72
23401,803165.3
6685,331104.72
32800,410301.12
37870,421411.84
42118,232196.84
23922,200452.1
12705,446295.4
56682,260200.77
36586,401574.72
29085,263540.3
53703,235132.39
589,309221.47
46423,263248.2
3161,4529617.0
63355,189498.2
57846,275482.0
52590,142682.23
52170,354729.88
60642,285619.28
48859,435947.0
63507,264653.97
8348,231053.25
38172,514427.38
29765,235150.78
43070,334244.2
32017,263305.56
58261,330563.78
7812,445764.5
46436,229494.89
34272,443646.1
20923,357019.16
22903,275517.06
38722,181995.02
7596,186652.23
9147,469086.2
17508,216993.31
34206,2343831.0
60801,368576.53
30472,1273301.8
56552,211518.42
60287,587641.25
53451,288093.0
55661,385066.44
1141,247528.53
40524,211017.69
12480,251674.58
30673,156737.62
18758,598417.9
16125,455553.56
54820,528169.44
8673,448821.9
31496,302665.3
31485,392934.5
57017,375801.44
53042,508454.62
18144,1153546.6
62265,194651.16
27124,175251.67
12586,210826.16
60360,289832.12
52068,482601.9
46274,300692.4
974,284923.03
5457,195944.06
60079,279859.53
13646,159546.77
42706,430132.97
29548,394855.38
43394,1343829.1
47088,305517.38
25445,213611.02
48465,364635.5
23819,560134.56
40445,825829.4
13674,269862.3
31842,307931.4
32903,336333.03
6999,104736.69
39047,367596.34
42400,421103.62
55689,252097.86
201,616877.5
19864,674854.56
25977,443900.44
58363,217458.81
3009,603939.5
50944,411296.16
54404,126835.336
40734,332546.0
34251,299958.9
33708,181801.45
19509,324537.5
31491,230370.98
50199,175828.12
63318,1009467.56
47464,1616751.4
52580,242338.97
9113,275457.8
27335,452013.1
14768,417438.44
4012,2590611.8
20324,580527.75
50739,434028.8
633,298885.6
26981,171631.16
32073,198918.39
40606,2979235.0
1640,701819.94
63483,805223.9
30362,455902.5
48779,239675.66
25016,333438.44
21195,254282.52
13778,387810.88
13277,89146.45
5995,667343.8
29152,281112.1
265,285083.0
11425,314944.5
53394,562220.94
23308,147192.19
20230,345053.03
60863,355437.88
27261,203235.8
8592,330506.0
10313,2122034.2
17504,439519.22
44984,333234.7
61784,370625.62
62507,209659.48
34685,187006.1
41774,201391.62
58775,340882.3
48492,197073.64
33025,197886.14
29285,859809.8
29536,201391.62
48832,187515.11
24734,118983.46
31926,318444.84
36806,295115.0
32735,7589236.0
16881,391611.44
40419,118983.46
52187,135614.3
20916,143203.75
22212,462191.62
14449,180238.28
45738,242626.48
26925,346353.75
16919,157339.02
17311,175251.67
14879,305206.06
56781,332197.6
21228,664668.2
52301,614673.5
63055,343301.72
14761,230061.77
14495,2065654.4
47022,113143.15
19237,355802.16
15356,282695.5
52921,315467.66
37024,692045.94
12423,331837.28
52210,266103.1
8479,270956.97
35953,332546.0
10871,1082223.8
51907,396485.62
57638,236846.88
23502,420599.75
39274,163074.02
9800,649410.6
6000,219362.17
23799,445644.84
62839,161156.23
54835,1012922.1
3695,227276.11
11471,274758.44
39527,97985.625
34185,818309.9
62593,1286850.0
43136,382335.03
59573,423184.6
44785,209190.44
63042,489699.16
20608,295586.16
63724,349612.5
39695,438415.6
40511,415476.94
15044,398557.78
47681,339443.6
3435,553633.75
25908,514814.72
59658,521513.8
37343,322739.44
28007,685782.75
29559,2098826.5
27321,150601.98
34964,183980.84
32525,214708.11
16935,360433.16
20326,345053.03
10945,397961.7
47091,142882.36
35131,305206.06
16528,519566.06
47822,243004.84
61598,458685.94
31770,153447.95
11849,605420.0
30021,1261756.9
33163,2269653.0
40758,635033.1
3749,152508.42
44308,784091.6
28922,768241.06
47029,160861.6
24626,141960.1
62638,370572.34
38693,406063.97
64041,310724.94
63777,226837.62
7386,167214.69
22238,541908.8
47672,281867.94
34659,2137521.0
23626,338759.22
43577,363205.22
21257,272572.16
31483,216993.31
27816,334612.06
48156,2283187.0
46266,132555.44
55575,383852.78
61583,129823.945
9926,541908.8
64159,469048.25
46988,247212.66
22104,318839.9
37651,224407.53
38950,988184.75
12373,242626.48
53580,350964.44
43782,2637186.5
9408,299010.94
48793,355426.6
21583,365065.72
56774,274460.6
31243,770169.44
53221,1965562.0
38450,224133.6
3479,3485977.0
38534,324105.06
62425,526184.8
7259,489699.16
61468,730063.8
952,180371.5
34036,2297180.5
24676,145772.94
57895,103281.73
41343,310780.4
60508,1270793.0
16793,236509.27
37883,282972.7
51992,1125332.8
331,965428.8
31781,287518.44
8962,251282.92
38298,594467.6
53574,200198.58
8490,2872850.5
13226,175851.19
22887,108312.55
22136,501483.7
2634,250241.48
39594,742404.25
13367,463055.47
18917,2376701.2
58052,263248.2
61745,179417.67
54924,219401.92
10004,370927.44
44296,129164.15
19680,636659.44
21554,404353.16
58778,243909.86
11358,250257.38
35309,140226.08
62292,88680.95
29263,176746.48
65087,298368.75
8464,196214.31
47586,185378.47
51106,757516.7
15275,260515.52
23838,132555.44
51941,710157.44
3096,1214864.1
45510,990562.25
10667,236013.06
5502,2303568.8
1788,453740.78
54930,1101179.4
59630,7805357.5
12412,299959.47
59836,1090272.0
20246,458183.53
8937,669146.06
23478,328966.72
64121,259726.0
2633,188132.4
41888,153553.25
29679,163859.16
61114,296872.16
41310,433845.16
2689,403425.88
4,1130418.8
51253,540238.9
52811,220926.19
43527,599647.0
55225,109952.06
17664,371617.2
28725,303538.75
64057,160349.22
34143,324727.75
49379,396318.03
55105,317822.56
60017,520162.72
60182,180836.89
35233,323684.72
484,627589.44
18412,153624.39
47187,384849.22
61226,1037048.06
5981,331727.66
41340,498917.97
31513,637286.06
13081,331402.0
12327,109952.06
55303,336333.03
33349,313642.0
42176,326983.7
17679,762969.6
50205,118596.66
52973,1846469.4
18402,338733.16
18253,260085.83
16598,322524.8
20111,385277.38
2529,705421.3
61046,127884.44
39107,240051.8
62812,272255.22
22623,688954.56
11720,333638.1
58411,312792.7
4985,262658.38
28275,456267.94
3526,502191.22
62938,174611.67
9604,255428.58
65359,422243.25
65158,402441.97
48554,323766.0
9139,391238.47
41316,782472.94
64733,199088.36
35067,926845.25
46685,242144.75
55137,487705.03
26228,413984.47
55352,430684.7
52333,249709.83
47113,929250.3
62457,291861.7
42922,413438.47
57508,386546.16
36308,6047201.5
55199,956814.56
30177,210726.81
53149,521958.34
39751,651451.4
31104,413655.25
50954,487156.44
53363,186583.3
60708,122211.67
17986,532268.4
50483,235572.06
10692,199305.31
64840,1324630.8
23889,338772.03
17115,397961.7
38542,332049.16
43259,170447.72
63343,611274.8
33228,264631.66
20295,642851.3
17959,191775.92
28929,251647.6
36480,684411.75
30089,95335.22
47103,191003.89
19268,224649.39
3473,297589.25
22911,175306.84
43459,234937.8
21412,766343.5
4207,343707.66
36680,156721.73
13372,331674.2
36021,135079.23
61700,1061854.9
48861,462974.12
44215,466295.56
21634,99473.41
4997,260476.14
61041,446352.5
57902,534845.94
57676,224407.53
30256,272565.75
455,141147.38
58568,590726.5
52234,314919.06
17159,212107.86
46510,220352.88
31848,455804.3
39894,404268.1
8795,373824.12
49642,2069785.5
7176,411185.72
64971,221144.48
53005,285324.0
25101,807323.06
50356,490014.72
53682,305212.22
369,631994.2
32252,1135618.5
56243,318806.53
41537,371064.38
42778,164735.52
54016,217647.6
46706,581257.56
16424,1026567.8
63516,230939.56
105,365300.9
32413,146750.03
45556,352884.78
56292,262460.06
2695,374624.38
13669,414055.6
28340,343301.72
50021,526356.94
39136,257861.8
2153,412404.28
28767,201637.47
31163,469828.9
63295,220220.97
11982,244989.5
17568,223707.45
61056,670857.5
13530,279068.38
24875,2905796.5
11480,2257455.8
5943,116727.53
26761,339532.28
48185,738154.75
2179,85709.16
50812,305212.22
5620,661713.25
51077,360009.97
10661,462550.66
18993,1092457.5
56502,592803.4
16290,140226.08
53536,334244.2
21729,209432.11
37378,356833.03
36672,274308.8
6083,313341.75
42003,229803.7
46054,225900.94
47527,223755.02
31882,161156.23
3242,634170.44
59697,120717.875
17865,331727.66
54590,233849.44
27266,2355110.5
14717,272568.72
19378,347759.44
53819,765515.25
50882,509342.84
62470,587685.1
5744,5422023.0
8181,1003727.25
49022,192078.12
58510,284731.72
43943,819062.56
47788,813437.56
9851,655808.0
20967,452160.28
63440,190826.03
50374,361163.6
25280,142882.36
3976,350182.16
16197,152451.22
26839,1617377.5
27542,240865.05
46286,199294.92
45703,176559.81
23086,224407.53
32964,172119.66
8142,866958.56
56511,662697.44
63853,579814.8
39538,1856414.5
56589,295680.6
7209,230853.34
59997,589885.56
63033,191880.08
11820,1143298.0
1586,680111.9
1758,366548.4
21185,2012864.9
53528,762429.1
18070,365533.7
20855,368303.6
24765,408632.1
9423,484215.22
55418,329605.4
3452,256245.2
9523,105297.91
29034,624216.3
20543,436766.8
44718,499914.44
52750,161264.69
31228,150739.05
37257,296830.06
59733,283438.84
43947,292018.47
6420,196203.25
136,280206.06
48100,587641.25
21748,118981.586
17709,427718.16
61928,612144.56
16758,304740.94
43732,460003.75
31856,131770.44
46851,460384.16
28075,629211.94
4722,409894.62
38338,1972483.6
13848,252865.78
56629,194849.5
65579,239920.45
50593,224407.53
9126,209979.94
52540,315629.34
13680,241547.78
3599,399422.1
53432,319068.28
8421,352473.78
46501,246101.7
61057,214045.92
31120,463067.12
5546,147129.42
41065,163880.17
44560,430055.47
36137,247440.47
5316,153447.95
1796,363139.56
1646,329068.8
54231,241547.78
1711,239799.72
60248,236692.47
51136,458685.94
18782,349019.9
46793,583388.2
23967,217534.78
55216,262672.6
2965,308565.0
25005,1012992.7
20283,195086.17
28198,710711.0
22164,688869.06
50194,274758.44
46238,1903995.4
10734,360196.8
37107,18161822.0
57291,196900.78
33383,1772070.6
23317,152146.88
52901,273647.2
5289,390227.78
63998,365779.28
7347,392564.75
49221,529499.94
37112,1075323.8
53586,409433.88
53193,1018546.2
54400,270038.62
46380,174872.48
38741,166235.39
51551,346772.47
65628,477693.16
37670,224505.73
12360,220367.86
31367,261691.9
56858,219238.11
42446,2605441.8
32116,243816.62
39236,298292.56
38292,152137.17
35729,254282.52
62909,474721.7
48599,365674.62
17350,156434.1
9293,440862.12
31714,93751.83
38359,683108.6
43409,217169.83
3736,360433.16
64111,4711748.5
32821,550863.1
52422,99521.625
59077,1894717.4
19759,199731.7
1638,238633.14
58900,427849.0
27610,494529.75
30167,235523.17
13194,1858352.8
1268,6647041.0
24040,371628.7
47979,201776.34
45005,363095.88
41772,193608.62
32321,701253.94
4155,180999.62
62359,579868.4
21655,207018.62
39550,169340.88
54711,387408.06
57346,438450.53
16406,467862.9
36358,717448.1
39963,135245.02
14994,607506.2
3179,245816.77
55597,150921.36
30608,402299.25
1313,231838.11
6913,383852.78
33198,283065.03
5532,351997.38
32627,221944.52
42377,676352.44
48836,223385.0
19314,358400.6
14482,2174189.5
48698,236756.4
39601,392900.6
55368,296827.25
26358,140654.05
58718,224854.77
44271,279972.66
25104,130436.87
58836,254287.89
4845,469828.9
32746,549817.4
8070,324449.25
63299,524927.44
56141,217224.06
30863,135027.62
13676,2054659.2
8051,566207.8
34895,179560.69
28715,401825.03
21946,97985.625
43912,211932.86
35649,518523.56
27355,496829.53
37955,293223.6
50988,560241.3
17089,1195852.2
16202,200452.1
8350,909522.9
29399,124526.23
12245,378585.34
38062,315088.5
50963,772926.3
1733,264631.66
7000,384044.78
8955,263588.47
26913,362022.66
2859,657705.94
32957,370625.62
51497,366519.44
37650,269071.8
24131,290200.94
59080,378687.0
39386,287220.1
8001,201260.67
40328,610115.75
41775,341683.12
53424,166586.58
22882,222058.62
55565,1082223.8
4589,299260.3
20566,1010422.0
63121,396065.3
48030,2296752.0
5607,178919.95
40170,197581.55
34468,205718.05
43117,165983.2
26442,708805.94
64646,882338.75
56716,195944.06
61250,480394.47
23994,294565.06
35859,132812.62
1422,167652.98
6249,165201.02
45769,2116899.0
2558,318527.94
224,803399.94
47539,1119078.2
46155,386625.25
17147,1119109.8
45201,242106.97
11912,338060.9
46259,482449.9
59206,526649.4
24924,563244.7
52528,124516.52
35509,358142.03
51160,386044.47
37793,230527.27
34172,299958.9
970,917682.1
17262,270104.28
1561,716596.3
3144,294640.5
51058,1063755.9
3981,215852.06
12828,103281.73
46432,678403.8
4689,392846.47
24771,306009.44
15158,274115.78
19835,385938.8
36327,608718.2
55227,349019.9
38047,380433.97
164,190695.08
35022,1781537.5
57721,292106.25
47882,677535.3
39354,245673.83
41389,299798.94
36196,482604.5
18721,2353678.0
20257,1050382.6
32087,181947.55
20232,2672272.0
55674,654331.94
14494,379361.75
18383,164221.34
18568,159081.27
18877,166030.22
58710,152508.42
5677,498836.28
27841,229469.47
32639,230061.77
22782,546376.2
41880,374655.22
58290,231817.36
64015,158278.55
62889,1082300.5
52044,363761.5
59183,228100.38
41754,132305.75
4467,540051.6
41596,181525.8
60717,1433659.6
14471,169303.25
63030,263074.8
57374,231541.38
25585,219997.7
39079,530053.9
57,190826.03
26009,391131.53
13359,242542.42
10216,201391.62
50496,463208.75
61627,529870.9
11554,221427.19
55637,236964.47
5697,292106.25
31689,507137.12
38582,673230.25
6968,210225.52
7471,214046.27
32511,328327.53
54513,152508.42
29045,399422.1
51483,360775.34
25498,401292.03
34689,217169.83
40021,2266991.2
26860,130844.555
37946,292357.12
42573,514518.66
14979,422969.84
66072,1764763.4
42059,1064643.6
65602,648258.9
12396,175251.67
11647,448721.28
37893,385938.8
40772,358832.38
9769,222007.03
19521,157339.02
41009,316055.94
8234,332197.6
10936,732089.75
20867,319607.53
50240,177966.23
32697,155526.72
4296,589581.1
8595,402137.06
25166,224505.73
22963,1078968.9
36400,164268.34
53578,230310.67
32881,357886.25
45927,161991.44
7989,362816.9
57386,425174.97
63040,120531.414
59784,191787.39
54756,750497.56
42154,533808.25
11795,478111.12
269,202136.77
7357,273233.28
32397,113608.65
20798,168860.31
62357,329909.8
59672,433712.3
1847,199294.92
47134,229766.69
35550,435229.0
40460,616412.8
50937,241618.84
20861,266880.7
23393,260085.83
15029,3282616.5
66035,214297.3
13502,242740.17
44250,267774.9
5120,165423.3
30236,899016.4
47520,373685.5
10282,404831.94
8321,172686.62
22946,380888.75
64570,392708.38
31613,278948.2
22036,766424.06
9400,300046.06
37240,247160.55
47990,780352.1
6436,316852.2
19846,319945.53
49290,476997.0
30040,293427.8
366,315454.28
9355,285324.0
64500,271486.03
41086,137572.69
17374,169228.78
60165,823302.0
32575,539961.0
2010,625504.5
2985,239920.45
60254,298885.6
59652,345568.53
2199,230245.94
477,294859.47
37495,193487.47
16215,162638.75
26181,260406.98
34463,161926.38
36733,1342091.5
15189,305353.3
48019,397961.7
45121,365908.4
1563,486494.16
9226,167882.84
39299,444130.8
53460,197886.14
7526,222236.7
39408,259726.27
22178,395930.5
32135,211300.39
54746,899016.4
35326,705266.3
14940,1077293.4
65278,505932.44
36658,122211.67
35375,479596.28
52664,245903.17
26711,269921.0
54776,325413.1
29787,329276.1
17925,747264.3
42773,166046.11
20988,271367.44
13190,330429.47
16220,199811.69
63931,614340.75
22855,653817.9
19104,224682.16
60931,438155.72
46611,358961.12
18587,1528237.5
24856,615584.8
19003,357518.28
62348,503953.1
37514,950647.8
64503,300465.2
34028,236422.7
5585,149872.47
64188,2000810.2
23423,698949.5
11810,412128.66
65220,409612.0
64508,232904.6
14811,366549.47
7391,273952.06
58201,786394.7
61005,448821.9
44348,1005833.75
57915,306367.88
59141,882643.9
37124,388425.12
42934,241676.05
24330,188813.3
65491,1066321.5
55536,918488.3
49265,401319.66
27073,336177.25
27430,1276114.9
15408,400793.34
23989,362420.75
13804,552474.4
26841,6713040.5
54945,297671.75
54780,359976.03
29534,383761.16
47031,249943.83
62673,153550.25
52673,285324.0
31515,109236.83
42390,179961.78
58425,189671.22
24840,1740823.1
35805,657705.94
58433,577600.75
49519,363139.56
1204,740517.3
23927,279485.16
28575,158413.25
48043,153432.72
38410,683561.25
49253,252954.16
43717,124526.23
63732,246259.14
36987,313102.44
36677,258166.27
21791,156087.95
26324,321916.7
33510,156393.3
52086,169806.38
48011,388282.44
36490,1847226.4
52327,656100.0
23589,742967.9
17785,119230.125
39028,909876.44
58427,433464.6
24289,356664.8
6483,107004.2
43412,261706.1
43747,217169.83
47346,272298.72
29713,324537.5
63840,396199.47
29849,1013812.7
4964,339549.0
54663,317654.34
21227,928396.5
20654,152048.12
40864,501135.12
64431,169413.25
31328,362309.34
47470,235547.56
27753,135027.62
30399,220926.19
45366,393851.25
25394,328440.34
4629,773900.6
66063,409131.47
30972,333511.12
9799,281721.75
23689,293718.88
59939,151067.48
65234,355179.84
11654,237840.05
49647,244329.81
41492,563244.7
17815,465285.5
46164,4709006.0
1636,345514.12
27676,228020.53
39021,435732.25
6456,211165.61
15051,592803.4
942,572974.0
3602,275940.94
62306,333169.3
5964,326582.12
35400,457998.12
49502,1008165.9
62848,168685.77
38604,152508.42
38256,372469.44
19452,122031.445
26943,648536.7
52889,587641.25
53390,280228.38
3171,137572.69
57858,165666.81
42472,379401.66
48029,1101179.4
1530,349677.44
40685,273232.34
43372,501918.0
626,542207.3
43918,270142.1
45083,315554.0
51409,546150.3
15649,1460389.8
37105,195128.53
34817,144182.0
32134,392917.6
34749,366575.4
4933,513003.62
22146,212583.83
44128,152211.42
59661,2777724.8
27112,523062.06
44980,193159.2
49263,902269.1
37440,597975.8
62866,533073.06
40939,584990.6
17489,265707.66
26918,201637.47
63839,286701.03
35073,335594.1
65569,162678.45
20202,249628.36
32040,447788.5
26265,344152.03
58983,829769.9
18864,718939.0
16047,1046245.6
54765,648536.7
25752,383710.34
40161,189935.94
18562,263379.84
54634,488584.2
18915,2553518.8
50750,325742.3
44265,379203.0
31527,150601.98
55188,264653.97
7928,380702.38
4590,310524.47
12638,349057.06
2853,181761.98
23137,1162057.1
42608,237093.4
48234,526184.8
40975,253613.42
55984,610841.3
23378,689742.6
8928,268490.38
12321,164759.1
14228,716199.6
37183,286246.72
28167,894087.1
32302,430132.97
3289,252539.19
30603,340398.88
38179,214366.25
64830,141931.81
56079,351529.03
58266,363116.4
44760,1306066.5
15530,160349.22
10045,423194.84
45403,269950.78
37209,228314.45
21452,109935.234
57704,715393.1
49877,294061.62
54605,317979.34
4360,968633.8
16878,160176.08
21202,225144.78
38925,201802.17
26037,381191.2
14054,191246.53
7444,140466.34
27242,685153.25
17268,370276.9
6447,657705.94
62478,198442.81
5180,246717.75
41881,279474.6
30943,143788.48
49338,345053.03
32479,815831.6
12441,611024.2
49400,108312.55
44926,323133.3
17717,251633.36
33318,290912.6
24986,235315.11
23286,173826.69
31125,186462.55
37684,269862.3
42537,386444.5
36545,214879.67
7279,2271860.2
52083,414521.1
11368,694700.75
10280,733499.5
48850,529233.75
61734,297346.9
36966,440378.66
51913,108778.05
32820,248537.92
43521,443646.1
61646,234631.48
54025,532432.75
50044,373853.7
46477,360104.47
63969,448932.03
14899,1107325.1
185,2708140.5
8392,388898.78
47120,255154.7
5365,639235.5
40260,1119734.5
59534,242626.48
54074,439905.47
41019,276952.88
30806,688592.3
51541,544426.94
56346,257474.19
49798,89146.45
61889,292974.2
41032,323961.16
39473,239518.97
14430,604619.8
30772,214343.45
10130,727449.6
60611,275685.97
38837,481840.0
56697,237093.4
